id,docente,autor_principal,ano,titulo,tipo_producao,revista_ou_veiculo,editora,cidade,isbn_issn,doi,url,indexacao,jif_jcr_2025,quartil_jcr_2025,pontuacao,observacoes
495,Paulo Felipe Ribeiro Bandeira,"SILVA, CAMILA LIMA",2026,"Workplace violence in the field of nursing during the pandemic: a network analysis. Ciência & Saúde Coletiva, v. 31, p. 1-9, 2026",artigo,Ciência & Saúde Coletiva,,,,,,,,,,origem=planilha_nova
496,Saulo Fernandes Melo de Oliveira,"SILVA, D. F",2022,"Effect of Excess Weight on Health Expenditure with Diabetic Patients in Primary Health Care. Biomedical Journal of Scientific and Technical Research, v. 44, p. 35150, 2022",artigo,Biomedical Journal of Scientific and Technical Research,,,,,,,,,,origem=planilha_nova
497,Paulo Roberto Cavalcanti Carvalho,"SILVA, G. S. M",2021,"Efeitos de um programa de intervenção de atividade física, educação e promoção de saúde com idosos hipertensos usuários do Sistema Único de Saúde. REVISTA ELETRÔNICA ACERVO EM SAÚDE, v. 13, p. e6926, 2021",artigo,REVISTA ELETRÔNICA ACERVO EM SAÚDE,,,,,,,,,,origem=planilha_nova
498,Paulo Felipe Ribeiro Bandeira,"SILVA, H. M",2023,"NCLUSIVE PHYSICAL EDUCATION IN THE PERSPECTIVE OF COMPLEXITY: A NARRATIVE REVIEW STUDY. MACABÉA- REVISTA ELETRONICA DO NETLLI, v. 12, p. 55-68, 2023",artigo,MACABÉA- REVISTA ELETRONICA DO NETLLI,,,,,,,,,,origem=planilha_nova
499,Daniela Karina da Silva Ferreira,"SILVA, I. M. B",2024,"Atividade física e níveis de ansiedade em escolares da rede privada e pública de Recife-PE-Brasil. Revista Saúde e Pesquisa, v. 17, p. 123-133, 2024",artigo,Revista Saúde e Pesquisa,,,,,,,,,,origem=planilha_nova
500,Vilde Gomes de Menezes,"SILVA, J. C",2021,"MENEZES, VILDE GOMES",capitulo,,,,,,,,,,45,origem=planilha_nova
501,André dos Santos Costa,"SILVA, J. C. L",2022,"Microbiota Intestinal e Sistema Nervoso Central: explorando o eixo cérebro e intestino. Revista de Neurociências, v. 30, p. 1-29, 2022",artigo,Revista de Neurociências,,,,,,,,,,origem=planilha_nova
502,André dos Santos Costa,"SILVA, J. C. L",2022,"Suplementação de Nitrato no Desempenho durante Exercício Intermitente de Alta Intensidade: uma revisão de literatura.. RBNE - Revista Brasileira de Nutrição Esportiva, v. 16, p. 53-62, 2022",artigo,RBNE - Revista Brasileira de Nutrição Esportiva,,,,,,,,,,origem=planilha_nova
503,Eduardo Zapaterra Campos,"SILVA, J. C. L",2022,"SUPLEMENTAÇÃO DE NITRATO NO DESEMPENHO DURANTE EXERCÍCIO INTERMITENTE DE ALTA INTENSIDADE: UMA REVISÃO DE LITERATURA. RBNE - Revista Brasileira de Nutrição Esportiva, v. 16, p. 53-62, 2022",artigo,RBNE - Revista Brasileira de Nutrição Esportiva,,,,,,,,,,origem=planilha_nova
504,André dos Santos Costa,"SILVA, J. C. L",2021,"Licopeno e marcadores metabólicos: uma revisão narrativa. REVISTA BRASILEIRA DE OBESIDADE, NUTRIÇÃO E EMAGRECIMENTO, v. 15, p. 1373-1385, 2021",artigo,"REVISTA BRASILEIRA DE OBESIDADE, NUTRIÇÃO E EMAGRECIMENTO",,,13731385,,,,,,,origem=planilha_nova
505,André dos Santos Costa,"SILVA, J. D. A",2023,"Efeitos de programas de exercícios físicos domiciliares na cognição de idosos: uma revisão integrativa.. GERIATRICS, GERONTOLOGY AND AGING, v. 17, p. 1-10, 2023",artigo,"GERIATRICS, GERONTOLOGY AND AGING",,,,,,,,,,origem=planilha_nova
506,Paulo Felipe Ribeiro Bandeira,"SILVA, J. L. P",2022,"As Empresas Juniores Contribuem para Mudanças Pessoais em Universitários?Submissão: 23/10/2022 (fast track)Primeira Decisão Editorial: 28/12/2022Versão Final: 30/12/2022Aceito em: 30/12/2022Do Junior Enterprises Provide Personal Changes in University Students?¿Contribuyen las Empresas Junior a Cambios Personales en Estudiantes Universitarios?Como citar esse artigo: Silva, J. L. P., Passos, J. G. V. REVISTA PSICOLOGIA: ORGANIZAÇÕES E TRABALHO, v. 22, p. 2269-2280, 2022",artigo,REVISTA PSICOLOGIA: ORGANIZAÇÕES E TRABALHO,,,22692280,,,,,,,origem=planilha_nova
507,Ozeas de Lima Lins Filho,"SILVA, JÉSSIKA KARLA TAVARES DO NASCIMENTO FAUSTINO DA",2022,Association between frequency of physical education classes and heart rate variability in adolescents boys: a cross-sectional study,artigo,JOURNAL OF PHYSICAL EDUCATION (ONLINE),,,24482455,10.4025/jphyseduc.v36i1.3607,,Scopus (SJR),,,90,origem=planilha_nova
508,Paulo Felipe Ribeiro Bandeira,"SILVA, K. V. L. G",2021,"CUIDADO INTERDISICPLINAR NO CAPSi: SAÚDE MENTAL EM FOCO Autores. Revista de Extensão da URCA, v. 1, p. 1-10, 2021",artigo,Revista de Extensão da URCA,,,,,,,,,,origem=planilha_nova
509,Paulo Felipe Ribeiro Bandeira,"SILVA, L. G",2023,"RIBEIRO BANDEIRA , PAULO FELIPE ; GOMES, E",capitulo,,,,,,,,,,45,origem=planilha_nova
510,Ozeas de Lima Lins Filho,"SILVA, M. V. F. P",2023,"VALIDATION OF A PORTABLE RESPIRATORY MONITORING SYSTEM FOR THE DIAGNOSIS OF OBSTRUCTIVE SLEEP APNEA IN PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE: A CROSS-SECTIONAL STUDY. Sleep Science (Online), v. 00, p. 1-6, 2023",artigo,Sleep Science (Online),,,,,,,,,,origem=planilha_nova
511,Paulo Felipe Ribeiro Bandeira,"SILVA, NAILDO SANTOS",2025,Instruments for evaluating parental support for the practice of physical activity in children and adolescents: A scoping review,artigo,REVISTA PAULISTA DE PEDIATRIA (ONLINE),,,19840462,10.1590/1984-0462/2026/44/2025027,,Scopus (SJR),,,90,origem=planilha_nova
512,Saulo Fernandes Melo de Oliveira,"SILVA-NETO, MANOEL E",2023,"Acute Effects of Different Conditioning Activities on Amateur Soccer Players. INTERNATIONAL JOURNAL OF SPORTS MEDICINE, v. 2023, p. 1-7, 2023",artigo,INTERNATIONAL JOURNAL OF SPORTS MEDICINE,,,01724622,10.1055/a-2674-4030,,Web of Science (JCR); Scopus (SJR),2.2,Q2,90,origem=planilha_nova
513,Clarice Maria de Lucena Martins,"SILVA-SANTOS, S",2021,"Associations Between Motor Competence, Moderate-to-Vigorous Physical Activity, and Body Mass Index Among Preschoolers Over 1 Year. Journal of Physical Activity & Health, p. 1-6, 2021",artigo,,,,,,,,,,,origem=planilha_nova
514,Saulo Fernandes Melo de Oliveira,"SIMIM, M",2023,"Comparative analysis of Amputee Soccer players and coach perception of intensity training. Revista Brasileira de Educação Física e Esporte, v. 37, p. 1-12, 2023",artigo,Revista Brasileira de Educação Física e Esporte,,,,,,,,,,origem=planilha_nova
515,Clarice Maria de Lucena Martins,"SOARES, ANTONIO HENRIQUE GERMANO",2023,"Prevalence and Sociodemographic Correlates of Meeting the 24-Hour Movement Guidelines Among Low-Income Brazilian Older Adults With Chronic Diseases. JOURNAL OF AGING AND PHYSICAL ACTIVITY, v. 31, p. 756-764, 2023",artigo,JOURNAL OF AGING AND PHYSICAL ACTIVITY,,,,,,Scopus (SJR),,,90,origem=planilha_nova
516,Leonardo Gomes de Oliveira Luz,"SOGUT, MUSTAFA",2022,"Maturity-associated variations in anthropometry, physical fitness, and sport-specific skills among young male and female futsal players. Human movement, v. 23, p. 1-7, 2022",artigo,Human movement,,,,,,Scopus (SJR),,,90,origem=planilha_nova
517,Bruno Teixeira Barbosa,"SOLON JUNIOR, L. J. F",2024,"The Relative Age Effect on YoungAthletes of Para-Athletics: Birth quartile analysis and performance in individual athletic events. CUADERNOS DE PSICOLOGIA DEL DEPORTE, v. 24, p. 216-227, 2024",artigo,CUADERNOS DE PSICOLOGIA DEL DEPORTE,,,,,,Scopus (SJR),,,90,origem=planilha_nova
518,Bruno Teixeira Barbosa,"SOLON JUNIOR, L. J. F",2021,"Smartphone addiction is associated with symptoms of anxiety, depression, stress, tension, confusion, and insomnia: A cross-sectional and comparative study with physically and non-physically active adults in self-isolation during the COVID-19 pandemic. SALUD MENTAL, v. 44, p. 193-200, 2021",artigo,SALUD MENTAL,,,,,,Scopus (SJR),,,90,origem=planilha_nova
519,Bruno Teixeira Barbosa,"SOUSA, C. B",2022,Efeitos de um programa de treinamento aquático de 12 semanas na aptidão funcional de idosos,capitulo,,,,,,,,,,45,origem=planilha_nova
520,Paulo Felipe Ribeiro Bandeira,"SOUSA, F. C",2024,"CUSTOS DIRETOS COM FERIDAS CRÔNICAS EM SERVIÇO AMBULATORIAL DE UMA UNIVERSIDADE PÚBLICA NO NORDESTE BRASILEIRO. REVISTA ENFERMAGEM ATUAL IN DERME, v. 98, p. 1-11, 2024",artigo,REVISTA ENFERMAGEM ATUAL IN DERME,,,,,,,,,,origem=planilha_nova
521,Eduardo Zapaterra Campos,"SOUTO, FABRÍCIO OLIVEIRA",2023,"Editorial: The role of different physical exercise protocols on immunological and immunometabolic profile in physiological and chronic diseases. Frontiers in Immunology, v. 14, p. 1327967, 2023",artigo,Frontiers in Immunology,,,,,,Scopus (SJR),,,90,origem=planilha_nova
522,Paulo Felipe Ribeiro Bandeira,"SOUTO, GABRIEL COSTA",2025,"Associations between fitness, movement behaviors, and immediate post-exercise blood pressure in older adults: A network perspective. PLoS One, v. 20, p. e0329280-15, 2025",artigo,PLoS One,,,,,,Scopus (SJR),,,90,origem=planilha_nova
523,Paulo Felipe Ribeiro Bandeira,"SOUZA FILHO, A. N",2023,"Association between the environment for physical activity in public schools and childhood obesity: a view in the light of complex systems. Ciência & Saúde Coletiva, v. 28, p. 1-14, 2023",artigo,Ciência & Saúde Coletiva,,,,,,,,,,origem=planilha_nova
524,Paulo Felipe Ribeiro Bandeira,"SOUZA FILHO, ANASTÁCIO NECO DE",2024,"Association between the environment for physical activity in public schools and childhood obesity: a view in the light of complex systems. Ciência & Saúde Coletiva, v. 29, p. 1-8, 2024",artigo,Ciência & Saúde Coletiva,,,,,,,,,,origem=planilha_nova
525,Paulo Felipe Ribeiro Bandeira,"SOUZA, A. R",2023,"Twenty-Four-Hour Movement Behaviors, Fitness, and Adiposity in Preschoolers: A Network Analysis. Obesities, v. 3, p. 36-45, 2023",artigo,Obesities,,,,,,Scopus (SJR),,,90,origem=planilha_nova
526,Vilde Gomes de Menezes,"SOUZA, W. L",2025,"CONCEPÇÕES DE EDUCAÇÃO EM SAÚDE E SUAS REPERCUSSÕES NA TRAJETÓRIA DE ESTUDANTES DA REDE PÚBLICA ESTADUAL DE ENSINO MÉDIO DE PERNAMBUCO. EDUCAÇÃO EM FOCO (JUIZ DE FORA), v. 30, p. 1-21, 2025",artigo,EDUCAÇÃO EM FOCO (JUIZ DE FORA),,,01043293,,,,,,,origem=planilha_nova
527,Vilde Gomes de Menezes,"SOUZA, W. L",2023,"O PROGRAMA SAÚDE NA ESCOLA (PSE) NO ESTADO DE PERNAMBUCO: DA CARACTERIZAÇÃO DO CENÁRIO À EFETIVIDADE DA POLÍTICA NOS MUNICÍPIOS. Revista Plurais, v. 8, p. 00-e023025, 2023",artigo,Revista Plurais,,,,,,,,,,origem=planilha_nova
528,Vilde Gomes de Menezes,"SOUZA, W. L",2024,"EDUCAÇÃO EM SAÚDE NA REDE PÚBLICA ESTADUAL DE EDUCAÇÃO DE PERNAMBUCO:concepções de gestores, professores e estudantes. Revista Exitus, v. 14, p. 1, 2024",artigo,Revista Exitus,,,,,,,,,,origem=planilha_nova
529,Bruno Teixeira Barbosa,"SUASSUNA, J. A. S",2021,"Efeitos da preparação para o movimento no desempenho funcional de idosos. REVISTA INTERDISCIPLINAR DE PESQUISA E INOVAÇÃO, v. 10, p. 1-10, 2021",artigo,REVISTA INTERDISCIPLINAR DE PESQUISA E INOVAÇÃO,,,,,,,,,,origem=planilha_nova
530,Vilde Gomes de Menezes,"TEIXEIRA, A. G. M",2021,"ALMEIDA JUNIOR, J",capitulo,,,,,,,,,,45,origem=planilha_nova
531,Daniel da Rocha Queiroz,"TENORIO, M. C. M",2022,"Physical Activity Guidelines for the Brazilian Population: Development and Methods. Journal of Physical Activity & Health, v. 19, p. 1-7, 2022",artigo,Journal of Physical Activity & Health,,,,,,Scopus (SJR),,,90,origem=planilha_nova
532,Paulo Felipe Ribeiro Bandeira,"THUANY, MABLINY",2023,"The subject-environment interplay between runners from different Brazilian macro-regions. Frontiers in Psychology, v. 14, p. 1-7, 2023",artigo,Frontiers in Psychology,,,,,,Scopus (SJR),,,90,origem=planilha_nova
533,Saulo Fernandes Melo de Oliveira,"Torres, Wiliane Sales",2022,"CORRELAÇÕES ENTRE A CLASSIFICAÇÃO FUNCIONAL E O DESEMPENHO MOTOR DE JOGADORES DE BASQUETEBOL DE CADEIRAS DE RODAS EXPERIENTES. Revista da Associação Brasileira de Atividade Motora Adaptada, v. 23, p. 233-242, 2022",artigo,Revista da Associação Brasileira de Atividade Motora Adaptada,,,,,,,,,,origem=planilha_nova
534,Saulo Fernandes Melo de Oliveira,"Torres, Wiliane Sales",2024,"Torres, Wiliane Sales ; PEREIRA, M",capitulo,,,,,,,,,,45,origem=planilha_nova
535,Paulo Felipe Ribeiro Bandeira,"VANALI, R. C",2022,ESTILO DE VIDA E SAÚDE CORPORAL DE ADOLESCENTES ESCOLARES: UMA MODELAGEM DE EQUAÇÕES ESTRUTURAIS,capitulo,,,,,,,,,,45,origem=planilha_nova
536,Pedro Pinheiro Paes Neto,"VASCONCELOS DE OLIVEIRA, JOSÉ IGOR",2023,"Content validation and inter-rater reliability of a protocol for the precision assessment of boccia players. JOURNAL OF HUMAN SPORT AND EXERCISE, v. 18, p. 964-973, 2023",artigo,JOURNAL OF HUMAN SPORT AND EXERCISE,,,,,,Scopus (SJR),,,90,origem=planilha_nova
537,Paulo Felipe Ribeiro Bandeira,"VASQUES, D. M",2023,"Anthropometry, Tactical Position, Performance Parameters and Experience in Water Polo: Network Analysis. Apunts Educacion Fisica Y Deportes, v. 152, p. 62-69, 2023",artigo,Apunts Educacion Fisica Y Deportes,,,,,,Scopus (SJR),,,90,origem=planilha_nova
538,Paulo Felipe Ribeiro Bandeira,"Veira, Nélio Barreto",2021,DEFICIÊNCIAS NUTRICIONAIS EM PACIENTES OBESOS MÓRBIDOS NO PRÉOPERATÓRIO DE GASTROPLASTIA,capitulo,,,,,,,,,,45,origem=planilha_nova
539,Lucas Eduardo Rodrigues dos Santos,"VIANA, BRUNO",2025,"Exercise expectation changes psychophysiological responses to sprint exercise regardless of changes in pacing and performance. INTERNATIONAL JOURNAL OF SPORT AND EXERCISE PSYCHOLOGY, v. 1, p. 1-14, 2025",artigo,INTERNATIONAL JOURNAL OF SPORT AND EXERCISE PSYCHOLOGY,,,1612197X,10.1080/1612197x.2024.2446329,,Web of Science (JCR); Scopus (SJR),2.3,Q2,90,origem=planilha_nova
540,Rafael dos Santos Henrique,"VICENTE, CYNTHIA DANTAS",2022,"Association between sleep indicators and eating habits in adolescents. RESEARCH, SOCIETY AND DEVELOPMENT, v. 11, p. e42911528403, 2022",artigo,"RESEARCH, SOCIETY AND DEVELOPMENT",,,,,,,,,,origem=planilha_nova
541,Tony Meireles dos Santos,"VIEIRA, C. B",2023,UTILIZAÇÃO DA INTELIGÊNCIA ARTIFICIAL ATRAVÉS DE UM SISTEMA ESPECIALISTA PARA A TOMADA DE DECISÃO NO ENFRENTAMENTO AO SEDENTARISMO,artigo,"Recife: , 2023",,,,,,,,,,origem=planilha_nova
542,Lucas Eduardo Rodrigues dos Santos,"VIEIRA, C. B",2023,UTILIZAÇÃO DA INTELIGÊNCIA ARTIFICIAL ATRAVÉS DE UM SISTEMA ESPECIALISTA PARA A TOMADA DE DECISÃO NO ENFRENTAMENTO AO SEDENTARISMO,artigo,"Recife: , 2023",,,,,,,,,,origem=planilha_nova
543,André dos Santos Costa,"VILAR, L. H. S",2022,"Síndrome de burnout e atividade física em adolescentes no contexto da pandemia da Covid-19.. Arquivos de Ciências da Saúde da UNIPAR, v. 26, p. 1453-14666, 2022",artigo,Arquivos de Ciências da Saúde da UNIPAR,,,,,,,,,,origem=planilha_nova
544,Tony Meireles dos Santos,"VINÍCIUS, ÍTALO",2025,"Efficacy of caffeine as an ergogenic aid in multiple cycling time trials. EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY, v. 125, p. 1361-1370, 2025",artigo,EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,,,13611370,,,Scopus (SJR),,,90,origem=planilha_nova
545,Daniel da Rocha Queiroz,"WANDERLEY JUNIOR, R. S",2022,"Correlatos da atividade física e do comportamento sedentário em crianças pré-escolares sul-americanas: Revisão de escopo. REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH, v. 46, p. e64, 2022",artigo,REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH,,,,,,Scopus (SJR),,,90,origem=planilha_nova
546,Clarice Maria de Lucena Martins,"WANDERLEY JÚNIOR, RILDO DE SOUZA",2022,"Correlatos de atividade física e comportamento sedentário em crianças pré-escolares sul-americanas: revisão de escopo. REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH, v. 46, p. 1, 2022",artigo,REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH,,,,,,Scopus (SJR),,,90,origem=planilha_nova
547,Paulo Felipe Ribeiro Bandeira,"YWGNE, JOSÉ",2024,"An ecological view on the correlates of sedentary behavior in Brazilian adolescents: a cross-sectional study with network analysis. Journal of Activity, Sedentary and Sleep Behaviors, v. 3, p. 1-10, 2024",artigo,"Journal of Activity, Sedentary and Sleep Behaviors",,,,,,Scopus (SJR),,,90,origem=planilha_nova
548,Leonardo Gomes de Oliveira Luz,"YWGNE, JOSÉ",2024,"An ecological view on the correlates of sedentary behavior in Brazilian adolescents: a cross-sectional study with network analysis. Journal of Activity, Sedentary and Sleep Behaviors, v. 3, p. 1, 2024",artigo,"Journal of Activity, Sedentary and Sleep Behaviors",,,,,,Scopus (SJR),,,90,origem=planilha_nova
549,Tony Meireles dos Santos,"ZAPATERRA CAMPOS, EDUARDO",2026,"A -Further-Step- Toward Considering Exercise Session Duration in Training Prescription. MEDICINE AND SCIENCE IN SPORTS AND EXERCISE, v. 9, p. 1, 2026",artigo,MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,,,,,,Scopus (SJR),,,90,origem=planilha_nova
550,Rafael dos Santos Henrique,"ZHOU, BIN",2024,"General and abdominal adiposity and hypertension in eight world regions: a pooled analysis of 837 population-based studies with 7·5 million participants. LANCET, v. 404, p. 851-863, 2024",artigo,LANCET,,,,,,,,,,origem=planilha_nova
551,Daniel da Rocha Queiroz,"ZHOU, BIN",2021,"Worldwide trends in hypertension prevalence and progress in treatment and control from 1990 to 2019: a pooled analysis of 1201 population-representative studies with 104 million participants. LANCET, v. X, p. 2, 2021",artigo,LANCET,,,,,,,,,,origem=planilha_nova
552,Rafael dos Santos Henrique,"ZHOU, BIN",2021,"Worldwide trends in hypertension prevalence and progress in treatment and control from 1990 to 2019: a pooled analysis of 1201 population-representative studies with 104 million participants. LANCET, v. X, p. 1-24, 2021",artigo,LANCET,,,,,,,,,,origem=planilha_nova
553,Rafael dos Santos Henrique,"ZHOU, BIN",2026,"Obesity rise plateaus in developed nations and accelerates in developing nations. NATURE, v. 653, p. 510-518, 2026",artigo,NATURE,,,,,,Scopus (SJR),,,90,origem=planilha_nova
554,Rafael dos Santos Henrique,"ZHOU, BIN",2024,"Worldwide trends in diabetes prevalence and treatment from 1990 to 2022: a pooled analysis of 1108 population-representative studies with 141 million participants. LANCET, v. efirst, p. 1-17, 2024",artigo,LANCET,,,,,,,,,,origem=planilha_nova
555,Rafael dos Santos Henrique,"ZHOU, BIN",2023,"Global variation in diabetes diagnosis and prevalence based on fasting glucose and hemoglobin A1c. NATURE MEDICINE, v. 29, p. 2885-2901, 2023",artigo,NATURE MEDICINE,,,28852901,,,Scopus (SJR),,,90,origem=planilha_nova
